Year,Month,Make,Model,Segment,Body,Engine,Transmission,County,Range,Quantity
2024,February,KIA,cee'd,Small Standard (C1),Hatchback,petrol/plug-in electric hybrid,automatic,Offaly,,1.0
2024,February,KIA,cee'd,Small Standard (C1),Hatchback,petrol/plug-in electric hybrid,automatic,Westmeath,,1.0
2024,February,KIA,cee'd,Small Standard (C1),Hatchback,petrol/plug-in electric hybrid,automatic,Wicklow,,1.0
2024,February,KIA,cee'd,Small Standard (C1),Hatchback,petrol/plug-in electric hybrid,automatic,Wexford,,1.0
2024,February,KIA,niro,Small Prestige (C2),MPV,petrol/plug-in electric hybrid,automatic,Cork,,4.0
2024,February,KIA,niro,Small Prestige (C2),MPV,petrol/plug-in electric hybrid,automatic,Clare,,1.0
2024,February,KIA,niro,Small Prestige (C2),MPV,petrol/plug-in electric hybrid,automatic,Carlow,,1.0
2024,February,KIA,niro,Small Prestige (C2),MPV,petrol/plug-in electric hybrid,automatic,Dublin,,9.0
2024,February,KIA,niro,Small Prestige (C2),MPV,petrol/plug-in electric hybrid,automatic,Galway,,4.0
2024,February,KIA,niro,Small Prestige (C2),MPV,petrol/plug-in electric hybrid,automatic,Kildare,,3.0
2024,February,KIA,niro,Small Prestige (C2),MPV,petrol/plug-in electric hybrid,automatic,Kilkenny,,2.0
2024,February,KIA,niro,Small Prestige (C2),MPV,petrol/plug-in electric hybrid,automatic,Kerry,,2.0
2024,February,KIA,niro,Small Prestige (C2),MPV,petrol/plug-in electric hybrid,automatic,Limerick,,2.0
2024,February,KIA,niro,Small Prestige (C2),MPV,petrol/plug-in electric hybrid,automatic,Louth,,2.0
2024,February,KIA,niro,Small Prestige (C2),MPV,petrol/plug-in electric hybrid,automatic,Laois,,4.0
2024,February,KIA,niro,Small Prestige (C2),MPV,petrol/plug-in electric hybrid,automatic,Meath,,2.0
2024,February,KIA,niro,Small Prestige (C2),MPV,petrol/plug-in electric hybrid,automatic,Mayo,,1.0
2024,February,KIA,niro,Small Prestige (C2),MPV,petrol/plug-in electric hybrid,automatic,Tipperary,,1.0
2024,February,KIA,niro,Small Prestige (C2),MPV,petrol/plug-in electric hybrid,automatic,Waterford,,1.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Cork,,23.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Clare,,2.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Dublin,,43.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Donegal,,6.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Galway,,4.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Kildare,,13.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Kilkenny,,4.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Kerry,,2.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Limerick,,2.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Louth,,4.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Laois,,3.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Meath,,3.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Monaghan,,1.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Mayo,,2.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Offaly,,1.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Sligo,,2.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Tipperary,,5.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Waterford,,4.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Westmeath,,4.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Wicklow,,3.0
2024,February,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Wexford,,1.0
2024,February,LAND ROVER,defender,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Cork,,2.0
2024,February,LAND ROVER,defender,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,10.0
2024,February,LAND ROVER,defender,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Kerry,,1.0
2024,February,LAND ROVER,defender,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Meath,,1.0
2024,February,LAND ROVER,defender,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Monaghan,,1.0
2024,February,LAND ROVER,defender,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Tipperary,,1.0
2024,February,PORSCHE,taycan,Luxury Prestige (F2),Hatchback,electric,automatic,Cork,,1.0
2024,February,LAND ROVER,range rover,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Cork,,1.0
2024,February,LAND ROVER,range rover,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Clare,,1.0
2024,February,LAND ROVER,range rover,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,6.0
2024,February,LAND ROVER,range rover sport ra,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Cork,,7.0
2024,February,LAND ROVER,range rover sport ra,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Cavan,,1.0
2024,February,LAND ROVER,range rover sport ra,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,49.0
2024,February,LAND ROVER,range rover sport ra,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Galway,,1.0
2024,February,LAND ROVER,range rover sport ra,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Kildare,,3.0
2024,February,LAND ROVER,range rover sport ra,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Kilkenny,,2.0
2024,February,LAND ROVER,range rover sport ra,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Limerick,,1.0
2024,February,LAND ROVER,range rover sport ra,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Westmeath,,1.0
2024,February,LAND ROVER,range rover sport ra,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Wicklow,,1.0
2024,February,LAND ROVER,discovery sport,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Cork,,2.0
2024,February,LAND ROVER,discovery sport,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,16.0
2024,February,LAND ROVER,discovery sport,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Kildare,,1.0
2024,February,LAND ROVER,discovery sport,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Offaly,,1.0
2024,February,LAND ROVER,discovery sport,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Wicklow,,1.0
2024,February,LAND ROVER,range rover evoque r,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Cork,,3.0
2024,February,LAND ROVER,range rover evoque r,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Clare,,1.0
2024,February,LAND ROVER,range rover evoque r,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,6.0
2024,February,LAND ROVER,range rover evoque r,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Donegal,,1.0
2024,February,LAND ROVER,range rover evoque r,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Kildare,,1.0
2024,February,LAND ROVER,range rover evoque r,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Tipperary,,1.0
2024,February,LAND ROVER,velar,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Cork,,2.0
2024,February,LAND ROVER,velar,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,3.0
2024,February,LAND ROVER,velar,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Donegal,,1.0
2024,February,LAND ROVER,velar,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Wicklow,,1.0
2024,February,LEXUS,rx,Large SUV (E3),Jeep,petrol/plug-in electric hybrid,automatic,Cork,,1.0
2024,February,LEXUS,rx,Large SUV (E3),Jeep,petrol/plug-in electric hybrid,automatic,Dublin,,11.0
2024,February,LEXUS,rx,Large SUV (E3),Jeep,petrol/plug-in electric hybrid,automatic,Galway,,2.0
2024,February,LEXUS,rx,Large SUV (E3),Jeep,petrol/plug-in electric hybrid,automatic,Kildare,,1.0
2024,February,LEXUS,rx,Large SUV (E3),Jeep,petrol/plug-in electric hybrid,automatic,Laois,,2.0
2024,February,LEXUS,rx,Large SUV (E3),Jeep,petrol/plug-in electric hybrid,automatic,Wicklow,,3.0
2024,February,LEXUS,nx,Medium SUV (D3),Jeep,petrol/plug-in electric hybrid,automatic,Cork,,7.0
2024,February,LEXUS,nx,Medium SUV (D3),Jeep,petrol/plug-in electric hybrid,automatic,Dublin,,27.0
2024,February,LEXUS,nx,Medium SUV (D3),Jeep,petrol/plug-in electric hybrid,automatic,Donegal,,4.0
2024,February,LEXUS,nx,Medium SUV (D3),Jeep,petrol/plug-in electric hybrid,automatic,Galway,,6.0
2024,February,LEXUS,nx,Medium SUV (D3),Jeep,petrol/plug-in electric hybrid,automatic,Limerick,,2.0
2024,February,LEXUS,nx,Medium SUV (D3),Jeep,petrol/plug-in electric hybrid,automatic,Louth,,1.0
2024,February,LEXUS,nx,Medium SUV (D3),Jeep,petrol/plug-in electric hybrid,automatic,Laois,,1.0
2024,February,LEXUS,nx,Medium SUV (D3),Jeep,petrol/plug-in electric hybrid,automatic,Meath,,4.0
2024,February,LEXUS,nx,Medium SUV (D3),Jeep,petrol/plug-in electric hybrid,automatic,Offaly,,1.0
2024,February,LEXUS,nx,Medium SUV (D3),Jeep,petrol/plug-in electric hybrid,automatic,Westmeath,,1.0
2024,February,LEXUS,nx,Medium SUV (D3),Jeep,petrol/plug-in electric hybrid,automatic,Wicklow,,3.0
2024,February,LEXUS,rx,Large SUV (E3),MPV,petrol/plug-in electric hybrid,automatic,Dublin,,1.0
2024,February,LEXUS,rx,Large SUV (E3),MPV,petrol/plug-in electric hybrid,automatic,Galway,,1.0
2024,February,MAZDA,cx-60,Large SUV (E3),Jeep,petrol/plug-in electric hybrid,automatic,Cork,,5.0
2024,February,MAZDA,cx-60,Large SUV (E3),Jeep,petrol/plug-in electric hybrid,automatic,Dublin,,10.0
2024,February,MAZDA,cx-60,Large SUV (E3),Jeep,petrol/plug-in electric hybrid,automatic,Kildare,,2.0
2024,February,MAZDA,cx-60,Large SUV (E3),Jeep,petrol/plug-in electric hybrid,automatic,Meath,,2.0
2024,February,MAZDA,cx-60,Large SUV (E3),Jeep,petrol/plug-in electric hybrid,automatic,Mayo,,1.0
2024,February,MAZDA,cx-60,Large SUV (E3),Jeep,petrol/plug-in electric hybrid,automatic,Waterford,,2.0
2024,February,MERCEDES-BENZ,e class,Large Prestige (E2),Estate,diesel/plug-in electric hybrid,automatic,Cork,,1.0
2024,February,MERCEDES-BENZ,e class,Large Prestige (E2),Estate,diesel/plug-in electric hybrid,automatic,Dublin,,1.0
2024,February,MERCEDES-BENZ,glc,Medium SUV (D3),Hatchback,diesel/plug-in electric hybrid,automatic,Dublin,,1.0
2024,February,MERCEDES-BENZ,glc,Medium SUV (D3),Hatchback,diesel/plug-in electric hybrid,automatic,Galway,,1.0
2024,February,MERCEDES-BENZ,e class,Large Prestige (E2),Saloon,diesel/plug-in electric hybrid,automatic,Cork,,2.0
2024,February,MERCEDES-BENZ,e class,Large Prestige (E2),Saloon,diesel/plug-in electric hybrid,automatic,Dublin,,1.0
2024,February,MERCEDES-BENZ,e class,Large Prestige (E2),Saloon,diesel/plug-in electric hybrid,automatic,Kildare,,1.0
2024,February,MERCEDES-BENZ,e class,Large Prestige (E2),Saloon,diesel/plug-in electric hybrid,automatic,Tipperary,,1.0
2024,February,MERCEDES-BENZ,glc,Medium SUV (D3),Station Wagon,diesel/plug-in electric hybrid,automatic,Cork,,2.0
2024,February,MERCEDES-BENZ,glc,Medium SUV (D3),Station Wagon,diesel/plug-in electric hybrid,automatic,Dublin,,2.0
2024,February,MERCEDES-BENZ,glc,Medium SUV (D3),Station Wagon,diesel/plug-in electric hybrid,automatic,Limerick,,1.0
2024,February,MERCEDES-BENZ,gle coupe,Sports Prestige (G2),Station Wagon,diesel/plug-in electric hybrid,automatic,Dublin,,2.0
2024,February,MERCEDES-BENZ,gle coupe,Sports Prestige (G2),Station Wagon,diesel/plug-in electric hybrid,automatic,Westmeath,,1.0
2024,February,MERCEDES-BENZ,eqe,Large Prestige (E2),Saloon,electric,automatic,Cork,,13.0
2024,February,MERCEDES-BENZ,eqe,Large Prestige (E2),Saloon,electric,automatic,Clare,,1.0
2024,February,MERCEDES-BENZ,eqe,Large Prestige (E2),Saloon,electric,automatic,Dublin,,56.0
2024,February,MERCEDES-BENZ,eqe,Large Prestige (E2),Saloon,electric,automatic,Kildare,,1.0
2024,February,MERCEDES-BENZ,eqe,Large Prestige (E2),Saloon,electric,automatic,Waterford,,1.0
2024,February,MERCEDES-BENZ,eqs,Luxury Prestige (F2),Saloon,electric,automatic,Dublin,,2.0
2024,February,MERCEDES-BENZ,amg,Sports Prestige (G2),Saloon,electric,automatic,Dublin,,3.0
2024,February,MERCEDES-BENZ,eqs suv,Large SUV (E3),Station Wagon,electric,automatic,Dublin,,1.0
2024,February,MERCEDES-BENZ,eqs suv,Large SUV (E3),Station Wagon,electric,automatic,Tipperary,,1.0
2024,February,MERCEDES-BENZ,eqb,Medium SUV (D3),Station Wagon,electric,automatic,Cork,,3.0
2024,February,MERCEDES-BENZ,eqb,Medium SUV (D3),Station Wagon,electric,automatic,Dublin,,8.0
2024,February,MERCEDES-BENZ,eqb,Medium SUV (D3),Station Wagon,electric,automatic,Kildare,,1.0
2024,February,MERCEDES-BENZ,eqb,Medium SUV (D3),Station Wagon,electric,automatic,Louth,,1.0
2024,February,MERCEDES-BENZ,eqb,Medium SUV (D3),Station Wagon,electric,automatic,Monaghan,,1.0
2024,February,MERCEDES-BENZ,eqe suv,Medium SUV (D3),Station Wagon,electric,automatic,Cavan,,1.0
2024,February,MERCEDES-BENZ,eqe suv,Medium SUV (D3),Station Wagon,electric,automatic,Dublin,,1.0
2024,February,MERCEDES-BENZ,eqa,Small SUV (C3),Station Wagon,electric,automatic,Cork,,2.0
2024,February,MERCEDES-BENZ,eqa,Small SUV (C3),Station Wagon,electric,automatic,Dublin,,7.0
2024,February,MERCEDES-BENZ,eqa,Small SUV (C3),Station Wagon,electric,automatic,Kildare,,1.0
2024,February,MERCEDES-BENZ,e class,Large Prestige (E2),Saloon,petrol/plug-in electric hybrid,automatic,Cork,,1.0
2024,February,MERCEDES-BENZ,e class,Large Prestige (E2),Saloon,petrol/plug-in electric hybrid,automatic,Dublin,,4.0
2024,February,MERCEDES-BENZ,s class,Luxury Prestige (F2),Saloon,petrol/plug-in electric hybrid,automatic,Dublin,,2.0
2024,February,MERCEDES-BENZ,s class,Luxury Prestige (F2),Saloon,petrol/plug-in electric hybrid,automatic,Galway,,1.0
2024,February,MERCEDES-BENZ,c class,Medium Prestige (D2),Saloon,petrol/plug-in electric hybrid,automatic,Cork,,1.0
2024,February,MERCEDES-BENZ,c class,Medium Prestige (D2),Saloon,petrol/plug-in electric hybrid,automatic,Dublin,,1.0
2024,February,MERCEDES-BENZ,cla class,Sports Standard (G1),Saloon,petrol/plug-in electric hybrid,automatic,Dublin,,5.0
2024,February,MERCEDES-BENZ,cla class,Sports Standard (G1),Saloon,petrol/plug-in electric hybrid,automatic,Louth,,1.0
2024,February,MERCEDES-BENZ,cla class,Sports Standard (G1),Saloon,petrol/plug-in electric hybrid,automatic,Wicklow,,1.0
2024,February,MERCEDES-BENZ,glc,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,3.0
2024,February,MERCEDES-BENZ,glc,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Galway,,1.0
2024,February,MERCEDES-BENZ,glc,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Kerry,,1.0
2024,February,MERCEDES-BENZ,glc,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Meath,,1.0
2024,February,MERCEDES-BENZ,glc,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Waterford,,1.0
2024,February,MERCEDES-BENZ,gle class,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,2.0
2024,February,MERCEDES-BENZ,gla class,Small SUV (C3),Station Wagon,petrol/plug-in electric hybrid,automatic,Cork,,1.0
2024,February,MERCEDES-BENZ,gla class,Small SUV (C3),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,5.0
2024,February,MERCEDES-BENZ,gla class,Small SUV (C3),Station Wagon,petrol/plug-in electric hybrid,automatic,Galway,,1.0
2024,February,MERCEDES-BENZ,gla class,Small SUV (C3),Station Wagon,petrol/plug-in electric hybrid,automatic,Kildare,,1.0
2024,February,MG,zs,Medium SUV (D3),Hatchback,electric,automatic,Cork,,6.0
2024,February,MG,zs,Medium SUV (D3),Hatchback,electric,automatic,Clare,,1.0
2024,February,MG,zs,Medium SUV (D3),Hatchback,electric,automatic,Dublin,,14.0
2024,February,MG,zs,Medium SUV (D3),Hatchback,electric,automatic,Galway,,1.0
2024,February,MG,zs,Medium SUV (D3),Hatchback,electric,automatic,Kildare,,2.0
2024,February,MG,zs,Medium SUV (D3),Hatchback,electric,automatic,Kilkenny,,1.0
2024,February,MG,zs,Medium SUV (D3),Hatchback,electric,automatic,Louth,,1.0
2024,February,MG,zs,Medium SUV (D3),Hatchback,electric,automatic,Laois,,1.0
2024,February,MG,zs,Medium SUV (D3),Hatchback,electric,automatic,Meath,,3.0
2024,February,MG,zs,Medium SUV (D3),Hatchback,electric,automatic,Roscommon,,1.0
2024,February,MG,zs,Medium SUV (D3),Hatchback,electric,automatic,Tipperary,,2.0
2024,February,MG,zs,Medium SUV (D3),Hatchback,electric,automatic,Wicklow,,2.0
2024,February,MG,zs,Medium SUV (D3),Hatchback,electric,automatic,Wexford,,1.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Cork,,25.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Clare,,3.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Cavan,,2.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Dublin,,38.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Donegal,,1.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Galway,,4.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Kildare,,5.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Kilkenny,,1.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Kerry,,5.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Limerick,,1.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Longford,,1.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Louth,,3.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Meath,,6.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Monaghan,,1.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Mayo,,2.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Roscommon,,1.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Tipperary,,2.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Waterford,,4.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Westmeath,,1.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Wicklow,,7.0
2024,February,MG,mg4,Small Standard (C1),Hatchback,electric,automatic,Wexford,,10.0
2024,February,MG,mg5,Small Standard (C1),Station Wagon,electric,automatic,Cork,,2.0
2024,February,MG,mg5,Small Standard (C1),Station Wagon,electric,automatic,Clare,,1.0
2024,February,MG,mg5,Small Standard (C1),Station Wagon,electric,automatic,Dublin,,5.0
2024,February,MG,mg5,Small Standard (C1),Station Wagon,electric,automatic,Limerick,,1.0
2024,February,MG,mg5,Small Standard (C1),Station Wagon,electric,automatic,Tipperary,,1.0
2024,February,MG,hs,Medium SUV (D3),Hatchback,petrol/plug-in electric hybrid,automatic,Cork,,1.0
2024,February,MG,hs,Medium SUV (D3),Hatchback,petrol/plug-in electric hybrid,automatic,Dublin,,3.0
2024,February,MG,hs,Medium SUV (D3),Hatchback,petrol/plug-in electric hybrid,automatic,Louth,,1.0
2024,February,MG,hs,Medium SUV (D3),Hatchback,petrol/plug-in electric hybrid,automatic,Wexford,,1.0
2024,February,MINI,mini hatch,Mini Prestige (B2),Hatchback,electric,automatic,Dublin,,1.0
2024,February,MINI,mini hatch,Mini Prestige (B2),Hatchback,electric,automatic,Louth,,1.0
2024,February,MINI,mini hatch,Mini Prestige (B2),Hatchback,electric,automatic,Wexford,,1.0
2024,February,NISSAN,ariya,Medium SUV (D3),MPV,electric,automatic,Cork,,3.0
2024,February,NISSAN,ariya,Medium SUV (D3),MPV,electric,automatic,Cavan,,1.0
2024,February,NISSAN,ariya,Medium SUV (D3),MPV,electric,automatic,Dublin,,8.0
2024,February,NISSAN,ariya,Medium SUV (D3),MPV,electric,automatic,Galway,,1.0
2024,February,NISSAN,ariya,Medium SUV (D3),MPV,electric,automatic,Kildare,,1.0
2024,February,NISSAN,ariya,Medium SUV (D3),MPV,electric,automatic,Kerry,,1.0
2024,February,NISSAN,ariya,Medium SUV (D3),MPV,electric,automatic,Limerick,,1.0
2024,February,NISSAN,ariya,Medium SUV (D3),MPV,electric,automatic,Louth,,1.0
2024,February,NISSAN,ariya,Medium SUV (D3),MPV,electric,automatic,Meath,,3.0
2024,February,NISSAN,ariya,Medium SUV (D3),MPV,electric,automatic,Waterford,,1.0
2024,February,NISSAN,ariya,Medium SUV (D3),MPV,electric,automatic,Westmeath,,2.0
2024,February,NISSAN,ariya,Medium SUV (D3),MPV,electric,automatic,Wexford,,1.0
2024,February,NISSAN,leaf,Small Standard (C1),MPV,electric,automatic,Cork,,4.0
2024,February,NISSAN,leaf,Small Standard (C1),MPV,electric,automatic,Dublin,,5.0
2024,February,NISSAN,leaf,Small Standard (C1),MPV,electric,automatic,Kildare,,2.0
2024,February,NISSAN,leaf,Small Standard (C1),MPV,electric,automatic,Limerick,,1.0
2024,February,NISSAN,leaf,Small Standard (C1),MPV,electric,automatic,Laois,,1.0
2024,February,NISSAN,leaf,Small Standard (C1),MPV,electric,automatic,Meath,,2.0
2024,February,NISSAN,leaf,Small Standard (C1),MPV,electric,automatic,Waterford,,3.0
2024,February,NISSAN,leaf,Small Standard (C1),MPV,electric,automatic,Wexford,,1.0
2024,February,OPEL,corsa,Mini Standard (B1),Hatchback,electric,automatic,Galway,,1.0
2024,February,OPEL,astra,Small Standard (C1),Hatchback,electric,automatic,Dublin,,1.0
2024,February,OPEL,astra,Small Standard (C1),Hatchback,electric,automatic,Meath,,1.0
2024,February,OPEL,astra,Small Standard (C1),Hatchback,electric,automatic,Wicklow,,1.0
2024,February,OPEL,mokka,Small SUV (C3),MPV,electric,automatic,Dublin,,1.0
2024,February,OPEL,mokka,Small SUV (C3),MPV,electric,automatic,Donegal,,1.0
2024,February,OPEL,mokka,Small SUV (C3),MPV,electric,automatic,Laois,,2.0
2024,February,OPEL,astra,Small Standard (C1),Hatchback,petrol/plug-in electric hybrid,automatic,Dublin,,1.0
2024,February,OPEL,grandland x,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Dublin,,3.0
2024,February,PEUGEOT,208,Mini Standard (B1),Hatchback,electric,automatic,Dublin,,1.0
2024,February,PEUGEOT,208,Mini Standard (B1),Hatchback,electric,automatic,Kildare,,1.0
2024,February,PEUGEOT,rifter,MPV Compact,MPV,electric,automatic,Dublin,,2.0
2024,February,PEUGEOT,2008,Small SUV (C3),MPV,electric,automatic,Cork,,1.0
2024,February,PEUGEOT,2008,Small SUV (C3),MPV,electric,automatic,Dublin,,2.0
2024,February,PEUGEOT,2008,Small SUV (C3),MPV,electric,automatic,Louth,,1.0
2024,February,PEUGEOT,2008,Small SUV (C3),MPV,electric,automatic,Tipperary,,1.0
2024,February,PEUGEOT,508,Medium Standard (D1),Hatchback,petrol/plug-in electric hybrid,automatic,Dublin,,2.0
2024,February,PEUGEOT,408,Small Standard (C1),Hatchback,petrol/plug-in electric hybrid,automatic,Cork,,1.0
2024,February,PEUGEOT,408,Small Standard (C1),Hatchback,petrol/plug-in electric hybrid,automatic,Carlow,,1.0
2024,February,PEUGEOT,408,Small Standard (C1),Hatchback,petrol/plug-in electric hybrid,automatic,Dublin,,10.0
2024,February,PEUGEOT,408,Small Standard (C1),Hatchback,petrol/plug-in electric hybrid,automatic,Galway,,1.0
2024,February,PEUGEOT,3008,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Laois,,1.0
2024,February,PEUGEOT,3008,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Mayo,,1.0
2024,February,PEUGEOT,3008,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Tipperary,,1.0
2024,February,POLESTAR,polestar 2,Medium Prestige (D2),Saloon,electric,automatic,Dublin,,22.0
2024,February,PORSCHE,panamera,Luxury Prestige (F2),Estate,petrol/plug-in electric hybrid,automatic,Dublin,,1.0
2024,February,PORSCHE,panamera,Luxury Prestige (F2),Hatchback,petrol/plug-in electric hybrid,automatic,Dublin,,2.0
2024,February,PORSCHE,cayenne,Large SUV (E3),Jeep,petrol/plug-in electric hybrid,automatic,Cork,,2.0
2024,February,PORSCHE,cayenne,Large SUV (E3),Jeep,petrol/plug-in electric hybrid,automatic,Carlow,,1.0
2024,February,PORSCHE,cayenne,Large SUV (E3),Jeep,petrol/plug-in electric hybrid,automatic,Dublin,,27.0
2024,February,PORSCHE,cayenne,Large SUV (E3),Jeep,petrol/plug-in electric hybrid,automatic,Kildare,,1.0
2024,February,PORSCHE,cayenne,Large SUV (E3),Jeep,petrol/plug-in electric hybrid,automatic,Kerry,,2.0
2024,February,PORSCHE,cayenne,Large SUV (E3),Jeep,petrol/plug-in electric hybrid,automatic,Meath,,1.0
2024,February,RENAULT,megane,Small Standard (C1),Hatchback,electric,automatic,Cork,,15.0
2024,February,RENAULT,megane,Small Standard (C1),Hatchback,electric,automatic,Dublin,,28.0
2024,February,RENAULT,megane,Small Standard (C1),Hatchback,electric,automatic,Donegal,,3.0
2024,February,RENAULT,megane,Small Standard (C1),Hatchback,electric,automatic,Galway,,3.0
2024,February,RENAULT,megane,Small Standard (C1),Hatchback,electric,automatic,Kildare,,3.0
