Year,Month,Make,Model,Segment,Body,Engine,Transmission,County,Range,Quantity
2024,April,ALFA ROMEO,tonale,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Dublin,,1.0
2024,April,AUDI,a3,Small Prestige (C2),Hatchback,petrol/plug-in electric hybrid,automatic,Dublin,,3.0
2024,April,AUDI,a6,Large Prestige (E2),Saloon,petrol/plug-in electric hybrid,automatic,Clare,,1.0
2024,April,AUDI,a6,Large Prestige (E2),Saloon,petrol/plug-in electric hybrid,automatic,Dublin,,5.0
2024,April,AUDI,a7,Large Prestige (E2),Hatchback,petrol/plug-in electric hybrid,automatic,Dublin,,1.0
2024,April,AUDI,a8,Luxury Prestige (F2),Saloon,petrol/plug-in electric hybrid,automatic,Dublin,,2.0
2024,April,AUDI,e-tron,Sports Prestige (G2),Hatchback,electric,automatic,Dublin,,2.0
2024,April,AUDI,e-tron gt,Luxury Prestige (F2),Hatchback,electric,automatic,Dublin,,1.0
2024,April,AUDI,e-tron gt,Luxury Prestige (F2),Hatchback,electric,automatic,Limerick,,1.0
2024,April,AUDI,e-tron gt,Luxury Prestige (F2),Hatchback,electric,automatic,Tipperary,,1.0
2024,April,AUDI,q3,Small SUV (C3),Hatchback,petrol/plug-in electric hybrid,automatic,Cork,,4.0
2024,April,AUDI,q3,Small SUV (C3),Hatchback,petrol/plug-in electric hybrid,automatic,Dublin,,34.0
2024,April,AUDI,q3,Small SUV (C3),Hatchback,petrol/plug-in electric hybrid,automatic,Donegal,,1.0
2024,April,AUDI,q3,Small SUV (C3),Hatchback,petrol/plug-in electric hybrid,automatic,Galway,,4.0
2024,April,AUDI,q3,Small SUV (C3),Hatchback,petrol/plug-in electric hybrid,automatic,Kilkenny,,1.0
2024,April,AUDI,q3,Small SUV (C3),Hatchback,petrol/plug-in electric hybrid,automatic,Louth,,1.0
2024,April,AUDI,q3,Small SUV (C3),Hatchback,petrol/plug-in electric hybrid,automatic,Meath,,1.0
2024,April,AUDI,q3,Small SUV (C3),Station Wagon,petrol/plug-in electric hybrid,automatic,Cork,,1.0
2024,April,AUDI,q3,Small SUV (C3),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,31.0
2024,April,AUDI,q3,Small SUV (C3),Station Wagon,petrol/plug-in electric hybrid,automatic,Galway,,4.0
2024,April,AUDI,q3,Small SUV (C3),Station Wagon,petrol/plug-in electric hybrid,automatic,Kildare,,1.0
2024,April,AUDI,q4 etron,Small SUV (C3),Hatchback,electric,automatic,Dublin,,3.0
2024,April,AUDI,q4 etron,Small SUV (C3),Hatchback,electric,automatic,Kerry,,1.0
2024,April,AUDI,q4 etron,Small SUV (C3),Station Wagon,electric,automatic,Cork,,1.0
2024,April,AUDI,q4 etron,Small SUV (C3),Station Wagon,electric,automatic,Dublin,,16.0
2024,April,AUDI,q4 etron,Small SUV (C3),Station Wagon,electric,automatic,Kilkenny,,3.0
2024,April,AUDI,q4 etron,Small SUV (C3),Station Wagon,electric,automatic,Limerick,,1.0
2024,April,AUDI,q4 etron,Small SUV (C3),Station Wagon,electric,automatic,Tipperary,,1.0
2024,April,AUDI,q4 etron,Small SUV (C3),Station Wagon,electric,automatic,Waterford,,1.0
2024,April,AUDI,q4 etron,Small SUV (C3),Station Wagon,electric,automatic,Westmeath,,1.0
2024,April,AUDI,q4 etron,Small SUV (C3),Station Wagon,electric,automatic,Wicklow,,2.0
2024,April,AUDI,q4 etron,Small SUV (C3),Station Wagon,electric,automatic,Wexford,,2.0
2024,April,AUDI,q5,Medium SUV (D3),Hatchback,petrol/plug-in electric hybrid,automatic,Cork,,1.0
2024,April,AUDI,q5,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Cork,,1.0
2024,April,AUDI,q5,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Clare,,1.0
2024,April,AUDI,q5,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,5.0
2024,April,AUDI,q5,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Kildare,,2.0
2024,April,AUDI,q5,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Limerick,,1.0
2024,April,AUDI,q5,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Mayo,,1.0
2024,April,AUDI,q8,Large SUV (E3),Hatchback,electric,automatic,Dublin,,1.0
2024,April,AUDI,q8 e-tron,Large SUV (E3),Hatchback,electric,automatic,Dublin,,4.0
2024,April,AUDI,q8 e-tron,Large SUV (E3),Station Wagon,electric,automatic,Dublin,,5.0
2024,April,BMW,2 series,Small Prestige (C2),Station Wagon,petrol/plug-in electric hybrid,automatic,Cork,,1.0
2024,April,BMW,2 series,Small Prestige (C2),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,5.0
2024,April,BMW,3 series,Medium Prestige (D2),Saloon,petrol/plug-in electric hybrid,automatic,Cork,,1.0
2024,April,BMW,3 series,Medium Prestige (D2),Saloon,petrol/plug-in electric hybrid,automatic,Dublin,,11.0
2024,April,BMW,3 series,Medium Prestige (D2),Saloon,petrol/plug-in electric hybrid,automatic,Galway,,1.0
2024,April,BMW,3 series,Medium Prestige (D2),Saloon,petrol/plug-in electric hybrid,automatic,Tipperary,,1.0
2024,April,BMW,3 series,Medium Prestige (D2),Saloon,petrol/plug-in electric hybrid,automatic,Wexford,,1.0
2024,April,BMW,3 series,Medium Prestige (D2),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,3.0
2024,April,BMW,3 series,Medium Prestige (D2),Station Wagon,petrol/plug-in electric hybrid,automatic,Kilkenny,,1.0
2024,April,BMW,5 series,Large Prestige (E2),Saloon,petrol/plug-in electric hybrid,automatic,Cork,,9.0
2024,April,BMW,5 series,Large Prestige (E2),Saloon,petrol/plug-in electric hybrid,automatic,Dublin,,51.0
2024,April,BMW,5 series,Large Prestige (E2),Saloon,petrol/plug-in electric hybrid,automatic,Galway,,1.0
2024,April,BMW,5 series,Large Prestige (E2),Saloon,petrol/plug-in electric hybrid,automatic,Kildare,,4.0
2024,April,BMW,5 series,Large Prestige (E2),Saloon,petrol/plug-in electric hybrid,automatic,Kilkenny,,1.0
2024,April,BMW,5 series,Large Prestige (E2),Saloon,petrol/plug-in electric hybrid,automatic,Limerick,,5.0
2024,April,BMW,5 series,Large Prestige (E2),Saloon,petrol/plug-in electric hybrid,automatic,Waterford,,1.0
2024,April,BMW,5 series,Large Prestige (E2),Saloon,petrol/plug-in electric hybrid,automatic,Wexford,,2.0
2024,April,BMW,7 series,Luxury Prestige (F2),Saloon,petrol/plug-in electric hybrid,automatic,Dublin,,3.0
2024,April,BMW,i4,Sports Prestige (G2),Saloon,electric,automatic,Cork,,1.0
2024,April,BMW,i4,Sports Prestige (G2),Saloon,electric,automatic,Dublin,,17.0
2024,April,BMW,i4,Sports Prestige (G2),Saloon,electric,automatic,Wexford,,1.0
2024,April,BMW,i4,Sports Prestige (G2),Sports Coupe,electric,automatic,Dublin,,1.0
2024,April,BMW,ix,Large SUV (E3),Station Wagon,electric,automatic,Dublin,,1.0
2024,April,BMW,ix1,Small SUV (C3),Station Wagon,electric,automatic,Cork,,5.0
2024,April,BMW,ix1,Small SUV (C3),Station Wagon,electric,automatic,Clare,,1.0
2024,April,BMW,ix1,Small SUV (C3),Station Wagon,electric,automatic,Dublin,,22.0
2024,April,BMW,ix1,Small SUV (C3),Station Wagon,electric,automatic,Galway,,2.0
2024,April,BMW,ix1,Small SUV (C3),Station Wagon,electric,automatic,Kildare,,2.0
2024,April,BMW,ix1,Small SUV (C3),Station Wagon,electric,automatic,Kerry,,1.0
2024,April,BMW,ix1,Small SUV (C3),Station Wagon,electric,automatic,Roscommon,,1.0
2024,April,BMW,ix1,Small SUV (C3),Station Wagon,electric,automatic,Waterford,,1.0
2024,April,BMW,ix1,Small SUV (C3),Station Wagon,electric,automatic,Wicklow,,1.0
2024,April,BMW,ix3,Medium SUV (D3),Station Wagon,electric,automatic,Cork,,1.0
2024,April,BMW,ix3,Medium SUV (D3),Station Wagon,electric,automatic,Dublin,,13.0
2024,April,BMW,ix3,Medium SUV (D3),Station Wagon,electric,automatic,Galway,,1.0
2024,April,BMW,ix3,Medium SUV (D3),Station Wagon,electric,automatic,Wexford,,1.0
2024,April,BMW,x1,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Cork,,4.0
2024,April,BMW,x1,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Clare,,1.0
2024,April,BMW,x1,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,16.0
2024,April,BMW,x1,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Kerry,,1.0
2024,April,BMW,x1,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Waterford,,1.0
2024,April,BMW,x3,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Cork,,1.0
2024,April,BMW,x3,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,26.0
2024,April,BMW,x3,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Kildare,,1.0
2024,April,BMW,x3,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Westmeath,,1.0
2024,April,BMW,x5,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Cork,,18.0
2024,April,BMW,x5,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Clare,,2.0
2024,April,BMW,x5,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,54.0
2024,April,BMW,x5,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Galway,,3.0
2024,April,BMW,x5,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Kildare,,3.0
2024,April,BMW,x5,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Kerry,,1.0
2024,April,BMW,x5,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Limerick,,2.0
2024,April,BMW,x5,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Louth,,2.0
2024,April,BMW,x5,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Laois,,1.0
2024,April,BMW,x5,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Meath,,5.0
2024,April,BMW,x5,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Offaly,,1.0
2024,April,BMW,x5,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Tipperary,,1.0
2024,April,BMW,x5,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Waterford,,1.0
2024,April,BMW,x5,Large SUV (E3),Station Wagon,petrol/plug-in electric hybrid,automatic,Wexford,,2.0
2024,April,BMW,xm,Large SUV (E3),Hatchback,petrol/plug-in electric hybrid,automatic,Dublin,,1.0
2024,April,BYD,atto 3,Small SUV (C3),Estate,electric,automatic,Cork,,5.0
2024,April,BYD,atto 3,Small SUV (C3),Estate,electric,automatic,Dublin,,28.0
2024,April,BYD,atto 3,Small SUV (C3),Estate,electric,automatic,Galway,,1.0
2024,April,BYD,atto 3,Small SUV (C3),Estate,electric,automatic,Limerick,,4.0
2024,April,BYD,atto 3,Small SUV (C3),Estate,electric,automatic,Louth,,2.0
2024,April,BYD,atto 3,Small SUV (C3),Estate,electric,automatic,Laois,,2.0
2024,April,BYD,atto 3,Small SUV (C3),Estate,electric,automatic,Waterford,,1.0
2024,April,BYD,atto 3,Small SUV (C3),Estate,electric,automatic,Wexford,,2.0
2024,April,BYD,dolphin,Small Standard (C1),Hatchback,electric,automatic,Cork,,1.0
2024,April,BYD,dolphin,Small Standard (C1),Hatchback,electric,automatic,Clare,,1.0
2024,April,BYD,dolphin,Small Standard (C1),Hatchback,electric,automatic,Dublin,,7.0
2024,April,BYD,dolphin,Small Standard (C1),Hatchback,electric,automatic,Galway,,1.0
2024,April,BYD,dolphin,Small Standard (C1),Hatchback,electric,automatic,Limerick,,2.0
2024,April,BYD,dolphin,Small Standard (C1),Hatchback,electric,automatic,Meath,,1.0
2024,April,BYD,dolphin,Small Standard (C1),Hatchback,electric,automatic,Tipperary,,1.0
2024,April,BYD,dolphin,Small Standard (C1),Hatchback,electric,automatic,Waterford,,1.0
2024,April,BYD,dolphin,Small Standard (C1),Hatchback,electric,automatic,Wexford,,3.0
2024,April,BYD,seal,Medium Prestige (D2),Saloon,electric,automatic,Cork,,5.0
2024,April,BYD,seal,Medium Prestige (D2),Saloon,electric,automatic,Clare,,2.0
2024,April,BYD,seal,Medium Prestige (D2),Saloon,electric,automatic,Carlow,,1.0
2024,April,BYD,seal,Medium Prestige (D2),Saloon,electric,automatic,Dublin,,27.0
2024,April,BYD,seal,Medium Prestige (D2),Saloon,electric,automatic,Galway,,1.0
2024,April,BYD,seal,Medium Prestige (D2),Saloon,electric,automatic,Kildare,,3.0
2024,April,BYD,seal,Medium Prestige (D2),Saloon,electric,automatic,Limerick,,7.0
2024,April,BYD,seal,Medium Prestige (D2),Saloon,electric,automatic,Laois,,1.0
2024,April,BYD,seal,Medium Prestige (D2),Saloon,electric,automatic,Meath,,3.0
2024,April,BYD,seal,Medium Prestige (D2),Saloon,electric,automatic,Mayo,,1.0
2024,April,BYD,seal,Medium Prestige (D2),Saloon,electric,automatic,Waterford,,3.0
2024,April,BYD,seal,Medium Prestige (D2),Saloon,electric,automatic,Westmeath,,1.0
2024,April,BYD,seal,Medium Prestige (D2),Saloon,electric,automatic,Wicklow,,1.0
2024,April,BYD,seal,Medium Prestige (D2),Saloon,electric,automatic,Wexford,,2.0
2024,April,CITROEN,berlingo pass,MPV Compact (M1),Wheelchair Accessible,electric,automatic,Dublin,,1.0
2024,April,CITROEN,berlingo pass,MPV Compact (M1),Wheelchair Accessible,electric,automatic,Galway,,2.0
2024,April,CITROEN,berlingo pass,MPV Compact (M1),Wheelchair Accessible,electric,automatic,Roscommon,,1.0
2024,April,CITROEN,berlingo pass,MPV Compact (M1),Wheelchair Accessible,electric,automatic,Sligo,,2.0
2024,April,CITROEN,c4,Small Standard (C1),Hatchback,electric,automatic,Dublin,,1.0
2024,April,CITROEN,c4,Small Standard (C1),Hatchback,electric,automatic,Wicklow,,1.0
2024,April,CITROEN,c5 aircross,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Dublin,,2.0
2024,April,CITROEN,c5 x,Medium Standard (D1),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,1.0
2024,April,CITROEN,c5 x,Medium Standard (D1),Station Wagon,petrol/plug-in electric hybrid,automatic,Louth,,1.0
2024,April,CITROEN,c5 x,Medium Standard (D1),Station Wagon,petrol/plug-in electric hybrid,automatic,Meath,,1.0
2024,April,CITROEN,space tourer,MPV Large (M2),MPV,electric,automatic,Mayo,,1.0
2024,April,CUPRA,born,Small Standard (C1),Estate,electric,automatic,Carlow,,1.0
2024,April,CUPRA,born,Small Standard (C1),Estate,electric,automatic,Dublin,,8.0
2024,April,CUPRA,born,Small Standard (C1),Estate,electric,automatic,Kildare,,3.0
2024,April,CUPRA,born,Small Standard (C1),Estate,electric,automatic,Longford,,1.0
2024,April,CUPRA,born,Small Standard (C1),Estate,electric,automatic,Westmeath,,1.0
2024,April,CUPRA,formentor,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Cork,,1.0
2024,April,CUPRA,formentor,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,10.0
2024,April,CUPRA,formentor,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Limerick,,1.0
2024,April,CUPRA,formentor,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Offaly,,1.0
2024,April,CUPRA,formentor,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Sligo,,1.0
2024,April,CUPRA,formentor,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Westmeath,,1.0
2024,April,CUPRA,leon sp,Small Standard (C1),Estate,petrol/plug-in electric hybrid,automatic,Cork,,1.0
2024,April,CUPRA,leon sp,Small Standard (C1),Estate,petrol/plug-in electric hybrid,automatic,Dublin,,1.0
2024,April,FIAT,500,Micro Standard (A1),Hatchback,electric,automatic,Cork,,2.0
2024,April,FIAT,500,Micro Standard (A1),Hatchback,electric,automatic,Dublin,,1.0
2024,February,FIAT,500,Medium Prestige (D2),Hatchback,electric,automatic,Dublin,,1.0
2024,April,FORD,kuga,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Cork,,8.0
2024,April,FORD,kuga,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Clare,,1.0
2024,April,FORD,kuga,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Carlow,,1.0
2024,April,FORD,kuga,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Dublin,,21.0
2024,April,FORD,kuga,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Donegal,,2.0
2024,April,FORD,kuga,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Galway,,2.0
2024,April,FORD,kuga,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Kildare,,2.0
2024,April,FORD,kuga,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Kilkenny,,2.0
2024,April,FORD,kuga,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Kerry,,3.0
2024,April,FORD,kuga,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Limerick,,4.0
2024,April,FORD,kuga,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Louth,,4.0
2024,April,FORD,kuga,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Laois,,1.0
2024,April,FORD,kuga,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Meath,,6.0
2024,April,FORD,kuga,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Roscommon,,1.0
2024,April,FORD,kuga,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Sligo,,2.0
2024,April,FORD,kuga,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Tipperary,,7.0
2024,April,FORD,kuga,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Wicklow,,1.0
2024,April,FORD,mach-e,Medium SUV (D3),Hatchback,electric,automatic,Dublin,,1.0
2024,April,GWM,ora 03,Small Standard (C1),Liftback,electric,automatic,Cork,,1.0
2024,April,GWM,ora 03,Small Standard (C1),Liftback,electric,automatic,Kilkenny,,1.0
2024,April,HONDA,cr-v,Medium SUV (D3),Jeep,petrol/plug-in electric hybrid,automatic,Cork,,1.0
2024,April,HONDA,cr-v,Medium SUV (D3),Jeep,petrol/plug-in electric hybrid,automatic,Dublin,,5.0
2024,April,HONDA,cr-v,Medium SUV (D3),Jeep,petrol/plug-in electric hybrid,automatic,Galway,,1.0
2024,April,HONDA,cr-v,Medium SUV (D3),Jeep,petrol/plug-in electric hybrid,automatic,Limerick,,3.0
2024,April,HONDA,cr-v,Medium SUV (D3),Jeep,petrol/plug-in electric hybrid,automatic,Tipperary,,2.0
2024,April,HONDA,cr-v,Medium SUV (D3),Jeep,petrol/plug-in electric hybrid,automatic,Wicklow,,1.0
2024,April,HYUNDAI,ioniq 5,Large SUV (E3),MPV,electric,automatic,Cork,,3.0
2024,April,HYUNDAI,ioniq 5,Large SUV (E3),MPV,electric,automatic,Dublin,,6.0
2024,April,HYUNDAI,ioniq 5,Large SUV (E3),MPV,electric,automatic,Kildare,,1.0
2024,April,HYUNDAI,ioniq 5,Large SUV (E3),MPV,electric,automatic,Leitrim,,1.0
2024,April,HYUNDAI,ioniq 5,Large SUV (E3),MPV,electric,automatic,Tipperary,,1.0
2024,April,HYUNDAI,ioniq 5,Large SUV (E3),MPV,electric,automatic,Waterford,,2.0
2024,April,HYUNDAI,ioniq 6,Medium Prestige (D2),Saloon,electric,automatic,Cork,,1.0
2024,April,HYUNDAI,ioniq 6,Medium Prestige (D2),Saloon,electric,automatic,Dublin,,5.0
2024,April,HYUNDAI,ioniq 6,Medium Prestige (D2),Saloon,electric,automatic,Limerick,,1.0
2024,April,HYUNDAI,kona,Small SUV (C3),MPV,electric,automatic,Cork,,4.0
2024,April,HYUNDAI,kona,Small SUV (C3),MPV,electric,automatic,Dublin,,13.0
2024,April,HYUNDAI,kona,Small SUV (C3),MPV,electric,automatic,Kildare,,4.0
2024,April,HYUNDAI,kona,Small SUV (C3),MPV,electric,automatic,Kilkenny,,1.0
2024,April,HYUNDAI,kona,Small SUV (C3),MPV,electric,automatic,Louth,,1.0
2024,April,HYUNDAI,kona,Small SUV (C3),MPV,electric,automatic,Laois,,1.0
2024,April,HYUNDAI,kona,Small SUV (C3),MPV,electric,automatic,Meath,,2.0
2024,April,HYUNDAI,kona,Small SUV (C3),MPV,electric,automatic,Sligo,,1.0
2024,April,HYUNDAI,kona,Small SUV (C3),MPV,electric,automatic,Waterford,,1.0
2024,April,HYUNDAI,kona,Small SUV (C3),MPV,electric,automatic,Westmeath,,1.0
2024,April,HYUNDAI,kona,Small SUV (C3),MPV,electric,automatic,Wicklow,,4.0
2024,April,HYUNDAI,kona,Small SUV (C3),MPV,electric,automatic,Wexford,,2.0
2024,April,HYUNDAI,tucson,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Cork,,4.0
2024,April,HYUNDAI,tucson,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Clare,,1.0
2024,April,HYUNDAI,tucson,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Cavan,,2.0
2024,April,HYUNDAI,tucson,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Dublin,,96.0
2024,April,HYUNDAI,tucson,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Donegal,,1.0
2024,April,HYUNDAI,tucson,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Galway,,2.0
2024,April,HYUNDAI,tucson,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Kerry,,3.0
2024,April,HYUNDAI,tucson,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Louth,,2.0
2024,April,HYUNDAI,tucson,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Meath,,5.0
2024,April,HYUNDAI,tucson,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Monaghan,,1.0
2024,April,HYUNDAI,tucson,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Mayo,,1.0
2024,April,HYUNDAI,tucson,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Roscommon,,1.0
2024,April,HYUNDAI,tucson,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Tipperary,,2.0
2024,April,HYUNDAI,tucson,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Wexford,,1.0
2024,April,JAGUAR,f-pace,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,1.0
2024,April,JAGUAR,f-pace,Medium SUV (D3),Station Wagon,petrol/plug-in electric hybrid,automatic,Meath,,1.0
2024,April,JAGUAR,i-pace,Sports Prestige (G2),Station Wagon,electric,automatic,Dublin,,4.0
2024,April,KIA,cee'd,Small Standard (C1),Hatchback,petrol/plug-in electric hybrid,automatic,Cork,,4.0
2024,April,KIA,cee'd,Small Standard (C1),Hatchback,petrol/plug-in electric hybrid,automatic,Dublin,,10.0
2024,April,KIA,cee'd,Small Standard (C1),Hatchback,petrol/plug-in electric hybrid,automatic,Limerick,,2.0
2024,April,KIA,cee'd,Small Standard (C1),Station Wagon,petrol/plug-in electric hybrid,automatic,Cork,,6.0
2024,April,KIA,cee'd,Small Standard (C1),Station Wagon,petrol/plug-in electric hybrid,automatic,Dublin,,18.0
2024,April,KIA,ev6,Large Standard (E1),MPV,electric,automatic,Cork,,5.0
2024,April,KIA,ev6,Large Standard (E1),MPV,electric,automatic,Dublin,,106.0
2024,April,KIA,ev6,Large Standard (E1),MPV,electric,automatic,Donegal,,2.0
2024,April,KIA,ev6,Large Standard (E1),MPV,electric,automatic,Galway,,1.0
2024,April,KIA,ev6,Large Standard (E1),MPV,electric,automatic,Kildare,,6.0
2024,April,KIA,ev6,Large Standard (E1),MPV,electric,automatic,Laois,,1.0
2024,April,KIA,ev6,Large Standard (E1),MPV,electric,automatic,Waterford,,2.0
2024,April,KIA,ev9,Large SUV (E3),MPV,electric,automatic,Cork,,2.0
2024,April,KIA,ev9,Large SUV (E3),MPV,electric,automatic,Clare,,1.0
2024,April,KIA,ev9,Large SUV (E3),MPV,electric,automatic,Dublin,,3.0
2024,April,KIA,ev9,Large SUV (E3),MPV,electric,automatic,Kildare,,3.0
2024,April,KIA,ev9,Large SUV (E3),MPV,electric,automatic,Kilkenny,,1.0
2024,April,KIA,ev9,Large SUV (E3),MPV,electric,automatic,Meath,,1.0
2024,April,KIA,ev9,Large SUV (E3),MPV,electric,automatic,Waterford,,3.0
2024,April,KIA,ev9,Large SUV (E3),MPV,electric,automatic,Wicklow,,1.0
2024,April,KIA,niro,Small Standard (C1),MPV,electric,automatic,Cork,,3.0
2024,April,KIA,niro,Small Standard (C1),MPV,electric,automatic,Dublin,,4.0
2024,April,KIA,niro,Small Standard (C1),MPV,electric,automatic,Donegal,,2.0
2024,April,KIA,niro,Small Standard (C1),MPV,electric,automatic,Limerick,,1.0
2024,April,KIA,niro,Small Standard (C1),MPV,electric,automatic,Laois,,1.0
2024,April,KIA,niro,Small Standard (C1),MPV,electric,automatic,Offaly,,1.0
2024,April,KIA,niro,Small Standard (C1),Station Wagon,electric,automatic,Cork,,2.0
2024,April,KIA,niro,Small Standard (C1),Station Wagon,electric,automatic,Dublin,,39.0
2024,April,KIA,niro,Small Standard (C1),Station Wagon,electric,automatic,Kilkenny,,1.0
2024,April,KIA,niro,Small Standard (C1),Station Wagon,electric,automatic,Tipperary,,1.0
2024,April,KIA,niro,Small Standard (C1),Station Wagon,electric,automatic,Wicklow,,1.0
2024,April,KIA,niro,Small Standard (C1),MPV,petrol/plug-in electric hybrid,automatic,Cork,,1.0
2024,April,KIA,niro,Small Standard (C1),MPV,petrol/plug-in electric hybrid,automatic,Dublin,,4.0
2024,April,KIA,niro,Small Standard (C1),MPV,petrol/plug-in electric hybrid,automatic,Galway,,1.0
2024,April,KIA,niro,Small Standard (C1),MPV,petrol/plug-in electric hybrid,automatic,Kildare,,1.0
2024,April,KIA,niro,Small Standard (C1),MPV,petrol/plug-in electric hybrid,automatic,Kilkenny,,1.0
2024,April,KIA,niro,Small Standard (C1),MPV,petrol/plug-in electric hybrid,automatic,Kerry,,1.0
2024,April,KIA,niro,Small Standard (C1),MPV,petrol/plug-in electric hybrid,automatic,Limerick,,2.0
2024,April,KIA,niro,Small Standard (C1),MPV,petrol/plug-in electric hybrid,automatic,Wicklow,,1.0
2024,April,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Cork,,5.0
2024,April,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Dublin,,25.0
2024,April,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Donegal,,1.0
2024,April,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Galway,,1.0
2024,April,KIA,sportage,Medium SUV (D3),MPV,petrol/plug-in electric hybrid,automatic,Kildare,,3.0
