Year,Month,Make,Model,Segment,Body,Engine,Transmission,County,Quantity
2024,January,SKODA,enyaq,Medium SUV (D3),Hatchback,electric,automatic,Waterford,2
2024,January,SKODA,enyaq,Medium SUV (D3),Hatchback,electric,automatic,Westmeath,1
2024,January,SKODA,enyaq,Medium SUV (D3),Hatchback,electric,automatic,Wexford,2
2024,January,SKODA,enyaq,Medium SUV (D3),Hatchback,electric,automatic,Wicklow,3
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Carlow,2
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Cavan,2
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Cork,13
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Donegal,4
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Dublin,65
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Galway,5
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Kerry,4
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Kildare,13
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Kilkenny,2
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Laois,3
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Limerick,3
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Longford,1
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Louth,3
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Mayo,3
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Meath,5
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Monaghan,1
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Sligo,2
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Tipperary,2
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Waterford,3
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Westmeath,3
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Wexford,4
2024,January,SKODA,enyaq,Medium SUV (D3),Station Wagon,electric,automatic,Wicklow,8
2024,January,SKODA,octavia,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Cavan,1
2024,January,SKODA,octavia,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Cork,4
2024,January,SKODA,octavia,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Dublin,26
2024,January,SKODA,octavia,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Kildare,2
2024,January,SKODA,octavia,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Kilkenny,1
2024,January,SKODA,octavia,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Longford,1
2024,January,SKODA,octavia,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Louth,2
2024,January,SKODA,octavia,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Meath,1
2024,January,SKODA,octavia,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Waterford,1
2024,January,SKODA,octavia,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Wicklow,1
2024,January,SKODA,octavia,Small Standard (C1),Saloon,petrol/plug-in electric hybrid,automatic,Dublin,1
2024,January,SUBARU,solterra,Medium SUV (D3),Estate,electric,automatic,Dublin,3
2024,January,SUBARU,solterra,Medium SUV (D3),Estate,electric,automatic,Wicklow,1
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Cork,11
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Clare,1
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Dublin,18
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Donegal,4
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Galway,2
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Kildare,3
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Kerry,4
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Limerick,3
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Louth,2
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Laois,1
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Mayo,4
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Tipperary,2
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Waterford,3
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Westmeath,1
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Wicklow,3
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Wexford,2
2024,January,SUZUKI,swace,Small Standard (C1),Station Wagon,petrol electric (hybrid),automatic,Cork,2
2024,January,SUZUKI,swace,Small Standard (C1),Station Wagon,petrol electric (hybrid),automatic,Donegal,1
2024,January,SUZUKI,swace,Small Standard (C1),Station Wagon,petrol electric (hybrid),automatic,Dublin,3
2024,January,SUZUKI,swace,Small Standard (C1),Station Wagon,petrol electric (hybrid),automatic,Galway,1
2024,January,SUZUKI,swace,Small Standard (C1),Station Wagon,petrol electric (hybrid),automatic,Kildare,1
2024,January,SUZUKI,swace,Small Standard (C1),Station Wagon,petrol electric (hybrid),automatic,Limerick,2
2024,January,SUZUKI,swace,Small Standard (C1),Station Wagon,petrol electric (hybrid),automatic,Mayo,2
2024,January,SUZUKI,swace,Small Standard (C1),Station Wagon,petrol electric (hybrid),automatic,Monaghan,1
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),manual,Cork,3
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),manual,Carlow,1
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),manual,Dublin,3
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),manual,Donegal,2
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),manual,Kerry,1
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),manual,Louth,1
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),manual,Monaghan,1
2024,January,SUZUKI,vitara,Small SUV (C3),Hatchback,petrol electric (hybrid),manual,Westmeath,3
2024,January,TESLA,model y,Medium SUV (D3),Hatchback,electric,automatic,Dublin,1
2024,January,TESLA,model y,Medium SUV (D3),Hatchback,electric,automatic,Laois,1
2024,January,TESLA,model y,Medium SUV (D3),MPV,electric,automatic,Clare,2
2024,January,TESLA,model y,Medium SUV (D3),MPV,electric,automatic,Cork,8
2024,January,TESLA,model y,Medium SUV (D3),MPV,electric,automatic,Dublin,35
2024,January,TESLA,model y,Medium SUV (D3),MPV,electric,automatic,Kildare,1
2024,January,TESLA,model y,Medium SUV (D3),MPV,electric,automatic,Kilkenny,2
2024,January,TESLA,model y,Medium SUV (D3),MPV,electric,automatic,Laois,1
2024,January,TESLA,model y,Medium SUV (D3),MPV,electric,automatic,Leitrim,1
2024,January,TESLA,model y,Medium SUV (D3),MPV,electric,automatic,Limerick,2
2024,January,TESLA,model y,Medium SUV (D3),MPV,electric,automatic,Mayo,1
2024,January,TESLA,model y,Medium SUV (D3),MPV,electric,automatic,Meath,1
2024,January,TESLA,model y,Medium SUV (D3),MPV,electric,automatic,Waterford,1
2024,January,TESLA,model y,Medium SUV (D3),MPV,electric,automatic,Westmeath,1
2024,January,TESLA,model y,Medium SUV (D3),MPV,electric,automatic,Wexford,1
2024,January,TESLA,model y,Medium SUV (D3),MPV,electric,automatic,Wicklow,3
2024,January,TESLA,model 3,Medium Prestige (D2),Saloon,electric,automatic,Cork,1
2024,January,TESLA,model 3,Medium Prestige (D2),Saloon,electric,automatic,Dublin,2
2024,January,TESLA,model 3,Medium Prestige (D2),Saloon,electric,automatic,Galway,1
2024,January,TOYOTA,bz4x,Medium SUV (D3),Station Wagon,electric,automatic,Clare,1
2024,January,TOYOTA,bz4x,Medium SUV (D3),Station Wagon,electric,automatic,Cork,5
2024,January,TOYOTA,bz4x,Medium SUV (D3),Station Wagon,electric,automatic,Donegal,1
2024,January,TOYOTA,bz4x,Medium SUV (D3),Station Wagon,electric,automatic,Dublin,15
2024,January,TOYOTA,bz4x,Medium SUV (D3),Station Wagon,electric,automatic,Galway,3
2024,January,TOYOTA,bz4x,Medium SUV (D3),Station Wagon,electric,automatic,Kildare,2
2024,January,TOYOTA,bz4x,Medium SUV (D3),Station Wagon,electric,automatic,Limerick,3
2024,January,TOYOTA,bz4x,Medium SUV (D3),Station Wagon,electric,automatic,Longford,2
2024,January,TOYOTA,bz4x,Medium SUV (D3),Station Wagon,electric,automatic,Louth,2
2024,January,TOYOTA,bz4x,Medium SUV (D3),Station Wagon,electric,automatic,Meath,2
2024,January,TOYOTA,bz4x,Medium SUV (D3),Station Wagon,electric,automatic,Offaly,1
2024,January,TOYOTA,bz4x,Medium SUV (D3),Station Wagon,electric,automatic,Roscommon,1
2024,January,TOYOTA,bz4x,Medium SUV (D3),Station Wagon,electric,automatic,Sligo,1
2024,January,TOYOTA,bz4x,Medium SUV (D3),Station Wagon,electric,automatic,Tipperary,3
2024,January,TOYOTA,bz4x,Medium SUV (D3),Station Wagon,electric,automatic,Waterford,1
2024,January,TOYOTA,bz4x,Medium SUV (D3),Station Wagon,electric,automatic,Westmeath,1
2024,January,TOYOTA,bz4x,Medium SUV (D3),Station Wagon,electric,automatic,Wexford,1
2024,January,TOYOTA,bz4x,Medium SUV (D3),Station Wagon,electric,automatic,Wicklow,1
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Carlow,5
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Cavan,4
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Clare,8
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Cork,51
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Donegal,8
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Dublin,160
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Galway,21
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Kerry,7
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Kildare,24
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Kilkenny,8
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Laois,4
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Leitrim,3
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Limerick,9
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Longford,5
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Louth,14
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Mayo,8
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Meath,24
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Offaly,4
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Roscommon,4
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Sligo,8
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Tipperary,15
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Waterford,11
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Westmeath,5
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Wexford,16
2024,January,TOYOTA,yaris,Mini Standard (B1),Hatchback,petrol electric (hybrid),automatic,Wicklow,14
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Carlow,10
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Cavan,3
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Clare,4
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Cork,48
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Donegal,12
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Dublin,105
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Galway,16
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Kerry,5
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Kildare,12
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Kilkenny,5
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Laois,1
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Leitrim,2
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Limerick,12
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Longford,5
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Louth,6
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Mayo,7
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Meath,13
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Monaghan,1
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Offaly,7
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Roscommon,1
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Sligo,7
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Tipperary,13
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Waterford,7
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Westmeath,8
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Wexford,10
2024,January,TOYOTA,corolla,Small Standard (C1),Hatchback,petrol electric (hybrid),automatic,Wicklow,7
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Carlow,8
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Cavan,16
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Clare,17
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Cork,80
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Donegal,23
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Dublin,236
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Galway,42
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Kerry,18
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Kildare,42
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Kilkenny,11
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Laois,8
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Leitrim,3
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Limerick,29
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Longford,14
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Louth,31
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Mayo,17
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Meath,29
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Monaghan,4
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Offaly,13
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Roscommon,11
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Sligo,8
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Tipperary,21
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Waterford,10
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Westmeath,12
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Wexford,25
2024,January,TOYOTA,c-hr,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Wicklow,12
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Carlow,3
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Cavan,8
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Clare,11
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Cork,78
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Donegal,15
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Dublin,159
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Galway,36
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Kerry,13
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Kildare,30
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Kilkenny,5
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Laois,5
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Leitrim,3
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Limerick,25
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Longford,4
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Louth,11
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Mayo,16
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Meath,23
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Monaghan,2
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Offaly,14
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Roscommon,6
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Sligo,9
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Tipperary,20
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Waterford,11
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Westmeath,13
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Wexford,16
2024,January,TOYOTA,corolla cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Wicklow,13
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Carlow,13
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Cavan,20
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Clare,31
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Cork,141
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Donegal,22
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Dublin,393
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Galway,59
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Kerry,25
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Kildare,66
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Kilkenny,32
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Laois,13
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Leitrim,8
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Limerick,55
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Longford,13
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Louth,26
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Mayo,25
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Meath,40
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Monaghan,3
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Offaly,21
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Roscommon,21
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Sligo,6
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Tipperary,31
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Waterford,25
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Westmeath,22
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Wexford,38
2024,January,TOYOTA,yaris cross,Small SUV (C3),Hatchback,petrol electric (hybrid),automatic,Wicklow,42
2024,January,TOYOTA,camry,Medium Standard (D1),Saloon,petrol electric (hybrid),automatic,Cavan,2
2024,January,TOYOTA,camry,Medium Standard (D1),Saloon,petrol electric (hybrid),automatic,Clare,3
2024,January,TOYOTA,camry,Medium Standard (D1),Saloon,petrol electric (hybrid),automatic,Cork,5
2024,January,TOYOTA,camry,Medium Standard (D1),Saloon,petrol electric (hybrid),automatic,Dublin,27
2024,January,TOYOTA,camry,Medium Standard (D1),Saloon,petrol electric (hybrid),automatic,Galway,4
2024,January,TOYOTA,camry,Medium Standard (D1),Saloon,petrol electric (hybrid),automatic,Kerry,1
2024,January,TOYOTA,camry,Medium Standard (D1),Saloon,petrol electric (hybrid),automatic,Kildare,5
2024,January,TOYOTA,camry,Medium Standard (D1),Saloon,petrol electric (hybrid),automatic,Leitrim,1
2024,January,TOYOTA,camry,Medium Standard (D1),Saloon,petrol electric (hybrid),automatic,Limerick,2
2024,January,TOYOTA,camry,Medium Standard (D1),Saloon,petrol electric (hybrid),automatic,Louth,1
2024,January,TOYOTA,camry,Medium Standard (D1),Saloon,petrol electric (hybrid),automatic,Mayo,3
2024,January,TOYOTA,camry,Medium Standard (D1),Saloon,petrol electric (hybrid),automatic,Meath,4
2024,January,TOYOTA,camry,Medium Standard (D1),Saloon,petrol electric (hybrid),automatic,Offaly,3
2024,January,TOYOTA,camry,Medium Standard (D1),Saloon,petrol electric (hybrid),automatic,Tipperary,3
2024,January,TOYOTA,camry,Medium Standard (D1),Saloon,petrol electric (hybrid),automatic,Westmeath,2
2024,January,TOYOTA,camry,Medium Standard (D1),Saloon,petrol electric (hybrid),automatic,Wicklow,1
2024,January,TOYOTA,corolla,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Carlow,8
2024,January,TOYOTA,corolla,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Cavan,10
2024,January,TOYOTA,corolla,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Clare,11
2024,January,TOYOTA,corolla,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Cork,69
2024,January,TOYOTA,corolla,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Donegal,6
2024,January,TOYOTA,corolla,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Dublin,143
2024,January,TOYOTA,corolla,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Galway,22
2024,January,TOYOTA,corolla,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Kerry,16
2024,January,TOYOTA,corolla,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Kildare,27
2024,January,TOYOTA,corolla,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Kilkenny,11
2024,January,TOYOTA,corolla,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Laois,3
2024,January,TOYOTA,corolla,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Leitrim,2
2024,January,TOYOTA,corolla,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Limerick,28
2024,January,TOYOTA,corolla,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Longford,3
2024,January,TOYOTA,corolla,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Louth,12
2024,January,TOYOTA,corolla,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Mayo,12
2024,January,TOYOTA,corolla,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Meath,26
2024,January,TOYOTA,corolla,Small Standard (C1),Saloon,petrol electric (hybrid),automatic,Monaghan,3
